"time","value_max","value_min"
"2021/6/1 0:00",0.981756468333333,0.845753561666667
"2021/6/1 0:30",0.992465755,0.945493975
"2021/6/1 1:00",0.957771831666667,0.91899433
"2021/6/1 1:30",0.922719916666667,0.876180441666667
"2021/6/1 2:00",0.878249038333333,0.841762053333333
"2021/6/1 2:30",0.86332292,0.801230423333333
"2021/6/1 3:00",0.809305811666667,0.76766903
"2021/6/1 3:30",0.750896215,0.730885413333333
"2021/6/1 4:00",0.788238531666667,0.750494446666667
"2021/6/1 4:30",0.798518216666667,0.772330628333333
"2021/6/1 5:00",0.832717898333333,0.785284876666667
"2021/6/1 5:30",0.910497708333333,0.847462965
"2021/6/1 6:00",0.99396585,0.908547988333333
"2021/6/1 6:30",1.09466371666667,1.01753118333333
"2021/6/1 7:00",1.1168039,1.03047383333333
"2021/6/1 7:30",1.01232155666667,0.983110555
"2021/6/1 8:00",1.02325633333333,0.879342766666667
"2021/6/1 8:30",0.8964019,0.789250235
"2021/6/1 9:00",0.813135358333333,0.742889918333333
"2021/6/1 9:30",0.716751755,0.677865708333333
"2021/6/1 10:00",0.705159963333333,0.666190595
"2021/6/1 10:30",0.694017841666667,0.621498038333333
"2021/6/1 11:00",0.634200343333333,0.584705141666667
"2021/6/1 11:30",0.59101754,0.545359788333333
"2021/6/1 12:00",0.56175611,0.510879095
"2021/6/1 12:30",0.54525901,0.497129736666667
"2021/6/1 13:00",0.511896573333333,0.475010691666667
"2021/6/1 13:30",0.509002533333333,0.450534146666667
"2021/6/1 14:00",0.53031395,0.471429086666667
"2021/6/1 14:30",0.581435595,0.475940983333333
"2021/6/1 15:00",0.636950518333333,0.587319658333333
"2021/6/1 15:30",0.729999625,0.657149373333333
"2021/6/1 16:00",0.784335198333333,0.761713698333333
"2021/6/1 16:30",0.959184715,0.855757641666667
"2021/6/1 17:00",1.00921093333333,0.91508714
"2021/6/1 17:30",1.00462733333333,0.98260085
"2021/6/1 18:00",1.01325768333333,0.931950541666667
"2021/6/1 18:30",0.957899758333333,0.92495827
"2021/6/1 19:00",0.98248262,0.922013893333333
"2021/6/1 19:30",0.952123108333333,0.902656161666667
"2021/6/1 20:00",0.935435246666667,0.882863
"2021/6/1 20:30",0.885474271666667,0.861459663333333
"2021/6/1 21:00",0.896423251666667,0.865595051666667
"2021/6/1 21:30",0.871664993333333,0.808607178333333
"2021/6/1 22:00",0.836883856666667,0.740770623333333
"2021/6/1 22:30",0.718914675,0.653377516666667
"2021/6/1 23:00",0.688932898333333,0.661286561666667
"2021/6/1 23:30",0.678208776666667,0.629923921666667
"2021/6/2 0:00",0.869635125,0.793517933333333
"2021/6/2 0:30",0.895539463333333,0.85430639
"2021/6/2 1:00",0.861781313333333,0.812705105
"2021/6/2 1:30",0.80320687,0.76046945
"2021/6/2 2:00",0.783177,0.721420636666667
"2021/6/2 2:30",0.724307433333333,0.70660579
"2021/6/2 3:00",0.694857033333333,0.677152556666667
"2021/6/2 3:30",0.678443828333333,0.661556626666667
"2021/6/2 4:00",0.750581656666667,0.724941781666667
"2021/6/2 4:30",0.717916543333333,0.714059728333333
"2021/6/2 5:00",0.79658011,0.756102911666667
"2021/6/2 5:30",0.895151843333333,0.788077683333333
"2021/6/2 6:00",0.966514201666667,0.88886309
"2021/6/2 6:30",0.98747709,0.958923068333333
"2021/6/2 7:00",0.964648216666667,0.910635326666667
"2021/6/2 7:30",1.00218143333333,0.883802343333333
"2021/6/2 8:00",0.992099446666667,0.920769625
"2021/6/2 8:30",0.9582079,0.82668266
"2021/6/2 9:00",0.949370158333333,0.821195425
"2021/6/2 9:30",0.806284656666667,0.7190949
"2021/6/2 10:00",0.730787461666667,0.682383416666667
"2021/6/2 10:30",0.76659772,0.665498696666667
"2021/6/2 11:00",0.810282478333333,0.723604851666667
"2021/6/2 11:30",0.74386381,0.667797285
"2021/6/2 12:00",0.735957938333333,0.714561683333333
"2021/6/2 12:30",0.671468056666667,0.619013395
"2021/6/2 13:00",0.647838731666667,0.548593086666667
"2021/6/2 13:30",0.696483085,0.556594595
"2021/6/2 14:00",0.644274201666667,0.57454563
"2021/6/2 14:30",0.673638723333333,0.613082795
"2021/6/2 15:00",0.774633081666667,0.659230895
"2021/6/2 15:30",0.877658555,0.713668216666667
"2021/6/2 16:00",1.01390306166667,0.941925945
"2021/6/2 16:30",1.13627955,1.06967388333333
"2021/6/2 17:00",1.17648833333333,1.11165303333333
"2021/6/2 17:30",1.11855273333333,1.09302016666667
"2021/6/2 18:00",1.10168735,1.0339101
"2021/6/2 18:30",1.07618783333333,1.02304312166667
"2021/6/2 19:00",1.03195068333333,1.00001270833333
"2021/6/2 19:30",1.03220133333333,0.983301763333333
"2021/6/2 20:00",1.0138643,0.88145336
"2021/6/2 20:30",0.8955821,0.856544906666667
"2021/6/2 21:00",0.861754508333333,0.84392554
"2021/6/2 21:30",0.854684323333333,0.800169486666667
"2021/6/2 22:00",0.805570965,0.732661611666667
"2021/6/2 22:30",0.69518421,0.643229923333333
"2021/6/2 23:00",0.688255226666667,0.652044426666667
"2021/6/2 23:30",0.657102248333333,0.627975551666667
"2021/6/3 0:00",0.87934858,0.783445243333333
"2021/6/3 0:30",0.901669676666667,0.866062906666667
"2021/6/3 1:00",0.87283075,0.811626533333333
"2021/6/3 1:30",0.811670168333333,0.786031555
"2021/6/3 2:00",0.779962858333333,0.740892698333333
"2021/6/3 2:30",0.761781543333333,0.721095025
"2021/6/3 3:00",0.727684555,0.682538483333333
"2021/6/3 3:30",0.69439661,0.6691833
"2021/6/3 4:00",0.696698226666667,0.678684075
"2021/6/3 4:30",0.724659195,0.69679512
"2021/6/3 5:00",0.827392008333333,0.726442725
"2021/6/3 5:30",0.86868517,0.804663928333333
"2021/6/3 6:00",0.91097835,0.844625583333333
"2021/6/3 6:30",0.969877196666667,0.908280543333333
"2021/6/3 7:00",0.969346165,0.908309603333333
"2021/6/3 7:30",0.964853661666667,0.912329613333333
"2021/6/3 8:00",0.908144468333333,0.888820068333333
"2021/6/3 8:30",0.892109033333333,0.79517998
"2021/6/3 9:00",0.836192538333333,0.759678721666667
"2021/6/3 9:30",0.753593075,0.692732873333333
"2021/6/3 10:00",0.673534068333333,0.623560183333333
"2021/6/3 10:30",0.61802413,0.559465281666667
"2021/6/3 11:00",0.591633876666667,0.55201135
"2021/6/3 11:30",0.566915326666667,0.527971161666667
"2021/6/3 12:00",0.585052081666667,0.520170326666667
"2021/6/3 12:30",0.537078305,0.475545618333333
"2021/6/3 13:00",0.508683221666667,0.46213783
"2021/6/3 13:30",0.522827448333333,0.48903477
"2021/6/3 14:00",0.522079358333333,0.494581613333333
"2021/6/3 14:30",0.617516795,0.530935491666667
"2021/6/3 15:00",0.6983362,0.644602116666667
"2021/6/3 15:30",0.75405952,0.665161465
"2021/6/3 16:00",0.880753686666667,0.780482263333333
"2021/6/3 16:30",0.972912256666667,0.951690085
"2021/6/3 17:00",1.04343391666667,0.979133546666667
"2021/6/3 17:30",1.06695856666667,0.984110633333333
"2021/6/3 18:00",1.09614831666667,1.05249065
"2021/6/3 18:30",1.08094488333333,1.0386929
"2021/6/3 19:00",1.07069983333333,1.01070522833333
"2021/6/3 19:30",1.04059363333333,0.946410721666667
"2021/6/3 20:00",0.951844166666667,0.8987509
"2021/6/3 20:30",0.936072883333333,0.908689488333333
"2021/6/3 21:00",0.927906693333333,0.879036923333333
"2021/6/3 21:30",0.956481051666667,0.858056603333333
"2021/6/3 22:00",0.882606035,0.761027616666667
"2021/6/3 22:30",0.7427213,0.687841116666667
"2021/6/3 23:00",0.712164246666667,0.697872711666667
"2021/6/3 23:30",0.705159693333333,0.66496147
"2021/6/4 0:00",0.925953803333333,0.818702543333333
"2021/6/4 0:30",0.905503248333333,0.877842678333333
"2021/6/4 1:00",0.918112503333333,0.825182581666667
"2021/6/4 1:30",0.833006308333333,0.792285298333333
"2021/6/4 2:00",0.798646138333333,0.766397453333333
"2021/6/4 2:30",0.775041543333333,0.72143614
"2021/6/4 3:00",0.730518073333333,0.702675325
"2021/6/4 3:30",0.714315558333333,0.68476729
"2021/6/4 4:00",0.726138688333333,0.679735985
"2021/6/4 4:30",0.714551308333333,0.701512453333333
"2021/6/4 5:00",0.8199608,0.758205355
"2021/6/4 5:30",0.887063,0.76029793
"2021/6/4 6:00",0.95353904,0.888558426666667
"2021/6/4 6:30",1.00307102666667,0.939480055
"2021/6/4 7:00",1.0277437,0.988083716666667
"2021/6/4 7:30",1.03106105166667,0.881537673333333
"2021/6/4 8:00",0.921362686666667,0.872741205
"2021/6/4 8:30",0.897223671666667,0.857146756666667
"2021/6/4 9:00",0.884016828333333,0.754294678333333
"2021/6/4 9:30",0.811396875,0.749183905
"2021/6/4 10:00",0.854556413333333,0.750963063333333
"2021/6/4 10:30",0.919839355,0.644120683333333
"2021/6/4 11:00",0.638656581666667,0.574097923333333
"2021/6/4 11:30",0.599785508333333,0.543359671666667
"2021/6/4 12:00",0.5669948,0.486375978333333
"2021/6/4 12:30",0.51085389,0.48728933
"2021/6/4 13:00",0.490849998333333,0.457742223333333
"2021/6/4 13:30",0.476347983333333,0.440066758333333
"2021/6/4 14:00",0.54162505,0.45747767
"2021/6/4 14:30",0.615923078333333,0.566393985
"2021/6/4 15:00",0.709233826666667,0.636741205
"2021/6/4 15:30",0.778476333333333,0.69837274
"2021/6/4 16:00",0.95702759,0.855940228333333
"2021/6/4 16:30",0.993527816666667,0.950071775
"2021/6/4 17:00",0.993145053333333,0.941602275
"2021/6/4 17:30",0.994564713333333,0.95984173
"2021/6/4 18:00",1.0194685,0.989783406666667
"2021/6/4 18:30",1.01396703333333,0.939204856666667
"2021/6/4 19:00",0.921707666666667,0.885401248333333
"2021/6/4 19:30",0.920048675,0.86955245
"2021/6/4 20:00",0.908660791666667,0.862347585
"2021/6/4 20:30",0.893709898333333,0.850058465
"2021/6/4 21:00",0.880596715,0.785415713333333
"2021/6/4 21:30",0.81972296,0.777354178333333
"2021/6/4 22:00",0.837462363333333,0.74646863
"2021/6/4 22:30",0.710594783333333,0.676464475
"2021/6/4 23:00",0.72377542,0.696822273333333
"2021/6/4 23:30",0.687631788333333,0.62438871
"2021/6/5 0:00",0.86476921,0.770954583333333
"2021/6/5 0:30",0.841580048333333,0.79234731
"2021/6/5 1:00",0.811995745,0.791572048333333
"2021/6/5 1:30",0.782000183333333,0.749713006666667
"2021/6/5 2:00",0.746044173333333,0.708943155
"2021/6/5 2:30",0.708745473333333,0.68088333
"2021/6/5 3:00",0.678125916666667,0.644873785
"2021/6/5 3:30",0.666680586666667,0.630787346666667
"2021/6/5 4:00",0.677104041666667,0.64275898
"2021/6/5 4:30",0.687081383333333,0.638355256666667
"2021/6/5 5:00",0.72441822,0.707825516666667
"2021/6/5 5:30",0.812129498333333,0.727614781666667
"2021/6/5 6:00",0.850649181666667,0.81677511
"2021/6/5 6:30",0.915368163333333,0.876511198333333
"2021/6/5 7:00",0.941472406666667,0.855581663333333
"2021/6/5 7:30",1.01585551666667,0.918769525
"2021/6/5 8:00",1.06221408333333,0.998250985
"2021/6/5 8:30",0.989552776666667,0.937119445
"2021/6/5 9:00",0.963731486666667,0.882499931666667
"2021/6/5 9:30",0.959628538333333,0.885744305
"2021/6/5 10:00",0.918819521666667,0.867908361666667
"2021/6/5 10:30",0.907226233333333,0.854723098333333
"2021/6/5 11:00",0.903851505,0.851112891666667
"2021/6/5 11:30",0.922354741666667,0.857050751666667
"2021/6/5 12:00",0.95114354,0.876423983333333
"2021/6/5 12:30",0.894320403333333,0.85970984
"2021/6/5 13:00",0.940613845,0.858432631666667
"2021/6/5 13:30",0.94266921,0.86829124
"2021/6/5 14:00",0.895551093333333,0.872085876666667
"2021/6/5 14:30",0.999437095,0.911253576666667
"2021/6/5 15:00",1.10698418333333,1.03248169333333
"2021/6/5 15:30",1.1296076,1.09187285
"2021/6/5 16:00",1.26527458333333,1.16628423333333
"2021/6/5 16:30",1.2800875,1.26281608333333
"2021/6/5 17:00",1.288431,1.22268288333333
"2021/6/5 17:30",1.24874838333333,1.19598365
"2021/6/5 18:00",1.1979489,1.06996225
"2021/6/5 18:30",1.09490786666667,1.03973015
"2021/6/5 19:00",1.07443286666667,0.98987547
"2021/6/5 19:30",0.963940813333333,0.938427675
"2021/6/5 20:00",0.959990568333333,0.907047908333333
"2021/6/5 20:30",0.931660663333333,0.901491766666667
"2021/6/5 21:00",0.91029615,0.854568605
"2021/6/5 21:30",0.843692978333333,0.8092175
"2021/6/5 22:00",0.824282958333333,0.748943176666667
"2021/6/5 22:30",0.744875488333333,0.692523541666667
"2021/6/5 23:00",0.70528159,0.674458535
"2021/6/5 23:30",0.68992106,0.642306915
"2021/6/6 0:00",0.934713328333333,0.809216531666667
"2021/6/6 0:30",0.904848541666667,0.882758665
"2021/6/6 1:00",0.873815705,0.853446723333333
"2021/6/6 1:30",0.853858681666667,0.805780288333333
"2021/6/6 2:00",0.798899061666667,0.77530754
"2021/6/6 2:30",0.782864961666667,0.72599732
"2021/6/6 3:00",0.730882423333333,0.7218232
"2021/6/6 3:30",0.72906993,0.68966874
"2021/6/6 4:00",0.731027958333333,0.705140586666667
"2021/6/6 4:30",0.730386271666667,0.689843775
"2021/6/6 5:00",0.749073426666667,0.715741876666667
"2021/6/6 5:30",0.773481871666667,0.707848595
"2021/6/6 6:00",0.805491506666667,0.742602123333333
"2021/6/6 6:30",0.85655652,0.794454021666667
"2021/6/6 7:00",0.934937153333333,0.842896795
"2021/6/6 7:30",0.917781095,0.874235871666667
"2021/6/6 8:00",0.982139558333333,0.896698445
"2021/6/6 8:30",1.0023055,0.947682368333333
"2021/6/6 9:00",0.971848245,0.944419308333333
"2021/6/6 9:30",0.993721645,0.953665983333333
"2021/6/6 10:00",1.0062375,0.986837511666667
"2021/6/6 10:30",0.95523679,0.908361925
"2021/6/6 11:00",1.01689744333333,0.938454403333333
"2021/6/6 11:30",0.920095175,0.898181475
"2021/6/6 12:00",0.856140808333333,0.733488785
"2021/6/6 12:30",0.765618016666667,0.703672476666667
"2021/6/6 13:00",0.738298571666667,0.600657633333333
"2021/6/6 13:30",0.620170438333333,0.586052126666667
"2021/6/6 14:00",0.593761873333333,0.567012241666667
"2021/6/6 14:30",0.692293893333333,0.586447505
"2021/6/6 15:00",0.774156318333333,0.745628436666667
"2021/6/6 15:30",0.835761115,0.752398943333333
"2021/6/6 16:00",0.94293956,0.845253525
"2021/6/6 16:30",0.973121581666667,0.933737466666667
"2021/6/6 17:00",1.03040986666667,0.941611946666667
"2021/6/6 17:30",1.03266828333333,1.0010837
"2021/6/6 18:00",1.04613756666667,1.02599681166667
"2021/6/6 18:30",1.0148886,0.93187495
"2021/6/6 19:00",0.993118883333333,0.960251901666667
"2021/6/6 19:30",0.938883835,0.898941665
"2021/6/6 20:00",0.919666856666667,0.869851883333333
"2021/6/6 20:30",0.904291926666667,0.824137953333333
"2021/6/6 21:00",0.861670035,0.848697521666667
"2021/6/6 21:30",0.839020776666667,0.755806375
"2021/6/6 22:00",0.806512871666667,0.706237566666667
"2021/6/6 22:30",0.682050056666667,0.669525785
"2021/6/6 23:00",0.675326336666667,0.644964928333333
"2021/6/6 23:30",0.665153733333333,0.63868416
"2021/6/7 0:00",0.883549823333333,0.773803568333333
"2021/6/7 0:30",0.869789885,0.837577706666667
"2021/6/7 1:00",0.82998421,0.79220775
"2021/6/7 1:30",0.804200066666667,0.779635698333333
"2021/6/7 2:00",0.783821788333333,0.754678415
"2021/6/7 2:30",0.747736148333333,0.704634745
"2021/6/7 3:00",0.704361471666667,0.680321273333333
"2021/6/7 3:30",0.703468398333333,0.67046411
"2021/6/7 4:00",0.703045116666667,0.690873571666667
"2021/6/7 4:30",0.73257245,0.689662913333333
"2021/6/7 5:00",0.816770576666667,0.725062721666667
"2021/6/7 5:30",0.901078558333333,0.815984361666667
"2021/6/7 6:00",1.03529098333333,0.93304943
"2021/6/7 6:30",1.034966195,0.961072035
"2021/6/7 7:00",0.966144408333333,0.906038526666667
"2021/6/7 7:30",0.926165318333333,0.861801026666667
"2021/6/7 8:00",0.966795621666667,0.81357629
"2021/6/7 8:30",0.871718775,0.813798183333333
"2021/6/7 9:00",0.814820396666667,0.72747332
"2021/6/7 9:30",0.76510346,0.677359878333333
"2021/6/7 10:00",0.774888908333333,0.652280881666667
"2021/6/7 10:30",0.654015468333333,0.578557498333333
